index,timestamp,length,protocol,label,arp_op,arp_hwsrc,arp_hwdst,arp_psrc,arp_pdst,source_ip,destination_ip,ip_version,ttl,ip_len,source_port,destination_port,udp_len,tcp_flags
0,1759919711.264906,42,Ethernet,benign,1.0,28:d0:43:42:f2:70,00:00:00:00:00:00,192.168.137.45,192.168.137.1,,,,,,,,,
1,1759919711.268457,42,Ethernet,benign,2.0,e4:5f:01:54:8e:16,28:d0:43:42:f2:70,192.168.137.1,192.168.137.45,,,,,,,,,
2,1759919711.268491,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,57642.0,53.0,41.0,
3,1759919711.26853,342,Ethernet,benign,,,,,,0.0.0.0,255.255.255.255,4.0,128.0,328.0,68.0,67.0,308.0,
4,1759919711.282105,343,Ethernet,benign,,,,,,192.168.137.1,192.168.137.45,4.0,64.0,329.0,67.0,68.0,309.0,
5,1759919711.319011,54,Ethernet,benign,,,,,,192.168.137.45,224.0.0.22,4.0,1.0,40.0,,,,
6,1759919711.319351,54,Ethernet,benign,,,,,,192.168.137.45,224.0.0.22,4.0,1.0,40.0,,,,
7,1759919711.319611,54,Ethernet,benign,,,,,,192.168.137.45,224.0.0.22,4.0,1.0,40.0,,,,
8,1759919711.320086,64,Ethernet,benign,,,,,,192.168.137.45,224.0.0.252,4.0,1.0,50.0,53419.0,5355.0,30.0,
9,1759919711.438047,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,59476.0,53.0,44.0,
10,1759919711.559936,42,Ethernet,benign,1.0,28:d0:43:42:f2:70,00:00:00:00:00:00,192.168.137.45,192.168.137.1,,,,,,,,,
11,1759919711.562973,42,Ethernet,benign,2.0,e4:5f:01:54:8e:16,28:d0:43:42:f2:70,192.168.137.1,192.168.137.45,,,,,,,,,
12,1759919711.604844,72,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,58.0,53505.0,53.0,38.0,
13,1759919711.637737,42,Ethernet,benign,1.0,28:d0:43:42:f2:70,00:00:00:00:00:00,192.168.137.45,192.168.137.1,,,,,,,,,
14,1759919711.640344,42,Ethernet,benign,2.0,e4:5f:01:54:8e:16,28:d0:43:42:f2:70,192.168.137.1,192.168.137.45,,,,,,,,,
15,1759919711.700593,42,Ethernet,benign,1.0,28:d0:43:42:f2:70,00:00:00:00:00:00,0.0.0.0,192.168.137.45,,,,,,,,,
16,1759919711.700775,62,Ethernet,benign,,,,,,192.168.137.45,224.0.0.22,4.0,1.0,48.0,,,,
17,1759919711.735535,64,Ethernet,benign,,,,,,192.168.137.45,224.0.0.252,4.0,1.0,50.0,53419.0,5355.0,30.0,
18,1759919711.849108,83,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,69.0,56285.0,53.0,49.0,
19,1759919712.200825,54,Ethernet,benign,,,,,,192.168.137.45,224.0.0.22,4.0,1.0,40.0,,,,
20,1759919712.384127,42,Ethernet,benign,1.0,28:d0:43:42:f2:70,00:00:00:00:00:00,192.168.137.45,192.168.137.1,,,,,,,,,
21,1759919712.388119,42,Ethernet,benign,2.0,e4:5f:01:54:8e:16,28:d0:43:42:f2:70,192.168.137.1,192.168.137.45,,,,,,,,,
22,1759919712.444733,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,59476.0,53.0,44.0,
23,1759919712.549905,70,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,56.0,61222.0,53.0,36.0,
24,1759919712.607942,72,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,58.0,53505.0,53.0,38.0,
25,1759919712.700783,42,Ethernet,benign,1.0,28:d0:43:42:f2:70,00:00:00:00:00:00,0.0.0.0,192.168.137.45,,,,,,,,,
26,1759919712.853083,83,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,69.0,56285.0,53.0,49.0,
27,1759919713.271929,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,53196.0,53.0,52.0,
28,1759919713.272247,42,Ethernet,benign,1.0,28:d0:43:42:f2:70,00:00:00:00:00:00,192.168.137.45,192.168.137.1,,,,,,,,,
29,1759919713.275452,42,Ethernet,benign,2.0,e4:5f:01:54:8e:16,28:d0:43:42:f2:70,192.168.137.1,192.168.137.45,,,,,,,,,
30,1759919713.289722,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,56651.0,53.0,41.0,
31,1759919713.451456,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,59476.0,53.0,44.0,
32,1759919713.556318,70,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,56.0,61222.0,53.0,36.0,
33,1759919713.611154,72,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,58.0,53505.0,53.0,38.0,
34,1759919713.702084,42,Ethernet,benign,1.0,28:d0:43:42:f2:70,00:00:00:00:00:00,0.0.0.0,192.168.137.45,,,,,,,,,
35,1759919713.837692,42,Ethernet,benign,1.0,28:d0:43:42:f2:70,00:00:00:00:00:00,192.168.137.45,192.168.137.1,,,,,,,,,
36,1759919713.840277,42,Ethernet,benign,2.0,e4:5f:01:54:8e:16,28:d0:43:42:f2:70,192.168.137.1,192.168.137.45,,,,,,,,,
37,1759919713.853419,83,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,69.0,56285.0,53.0,49.0,
38,1759919714.277945,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,53196.0,53.0,52.0,
39,1759919714.291038,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,56651.0,53.0,41.0,
40,1759919714.56308,70,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,56.0,61222.0,53.0,36.0,
41,1759919714.700603,42,Ethernet,benign,1.0,28:d0:43:42:f2:70,00:00:00:00:00:00,192.168.137.45,192.168.137.45,,,,,,,,,
42,1759919714.705015,54,Ethernet,benign,,,,,,192.168.137.45,224.0.0.22,4.0,1.0,40.0,,,,
43,1759919714.71277,54,Ethernet,benign,,,,,,192.168.137.45,224.0.0.22,4.0,1.0,40.0,,,,
44,1759919714.713367,64,Ethernet,benign,,,,,,192.168.137.45,224.0.0.252,4.0,1.0,50.0,54993.0,5355.0,30.0,
45,1759919714.728443,54,Ethernet,benign,,,,,,192.168.137.45,224.0.0.22,4.0,1.0,40.0,,,,
46,1759919714.784643,110,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,96.0,137.0,137.0,76.0,
47,1759919714.944395,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
48,1759919714.971896,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
49,1759919715.007009,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
50,1759919715.041487,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
51,1759919715.069494,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
52,1759919715.097549,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
53,1759919715.124764,64,Ethernet,benign,,,,,,192.168.137.45,224.0.0.252,4.0,1.0,50.0,54993.0,5355.0,30.0,
54,1759919715.125082,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
55,1759919715.153186,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
56,1759919715.181509,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
57,1759919715.201276,62,Ethernet,benign,,,,,,192.168.137.45,224.0.0.22,4.0,1.0,48.0,,,,
58,1759919715.209208,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
59,1759919715.237094,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
60,1759919715.272908,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
61,1759919715.285481,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,53196.0,53.0,52.0,
62,1759919715.29147,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,56651.0,53.0,41.0,
63,1759919715.29893,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
64,1759919715.333347,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
65,1759919715.361338,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
66,1759919715.395925,167,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,153.0,62826.0,1900.0,133.0,
67,1759919715.424248,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
68,1759919715.451603,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,59476.0,53.0,44.0,
69,1759919715.451862,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
70,1759919715.493216,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
71,1759919715.501711,88,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,74.0,64510.0,53.0,54.0,
72,1759919715.52599,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
73,1759919715.534751,110,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,96.0,137.0,137.0,76.0,
74,1759919715.56264,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
75,1759919715.590865,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
76,1759919715.614495,72,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,58.0,53505.0,53.0,38.0,
77,1759919715.625252,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
78,1759919715.659967,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
79,1759919715.68763,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
80,1759919715.715516,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
81,1759919715.715992,96,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,82.0,5353.0,5353.0,62.0,
82,1759919715.748496,167,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,153.0,62826.0,1900.0,133.0,
83,1759919715.777415,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
84,1759919715.805338,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
85,1759919715.832881,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
86,1759919715.861171,83,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,69.0,56285.0,53.0,49.0,
87,1759919715.861553,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
88,1759919715.894684,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
89,1759919715.923044,179,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,165.0,62826.0,1900.0,145.0,
90,1759919716.048786,66,Ethernet,benign,,,,,,192.168.137.45,76.223.92.165,4.0,128.0,52.0,56266.0,443.0,,S
91,1759919716.291027,110,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,96.0,137.0,137.0,76.0,
92,1759919716.397796,42,Ethernet,benign,1.0,e4:5f:01:54:8e:16,00:00:00:00:00:00,192.168.137.1,192.168.137.45,,,,,,,,,
93,1759919716.397841,42,Ethernet,benign,2.0,28:d0:43:42:f2:70,e4:5f:01:54:8e:16,192.168.137.45,192.168.137.1,,,,,,,,,
94,1759919716.506219,88,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,74.0,64510.0,53.0,54.0,
95,1759919716.575665,70,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,56.0,61222.0,53.0,36.0,
96,1759919716.701083,42,Ethernet,benign,1.0,28:d0:43:42:f2:70,00:00:00:00:00:00,192.168.137.45,192.168.137.45,,,,,,,,,
97,1759919716.709514,698,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,1.0,684.0,64650.0,3702.0,664.0,
98,1759919716.738655,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,55943.0,53.0,47.0,
99,1759919716.739041,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,60183.0,53.0,47.0,
100,1759919716.74894,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,52429.0,53.0,44.0,
101,1759919716.749782,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,63312.0,53.0,44.0,
102,1759919716.753499,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,51200.0,53.0,41.0,
103,1759919716.753744,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,60723.0,53.0,41.0,
104,1759919716.75382,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,57063.0,53.0,44.0,
105,1759919716.754026,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,57305.0,53.0,47.0,
106,1759919716.754039,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,63006.0,53.0,44.0,
107,1759919716.754209,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,56052.0,53.0,47.0,
108,1759919717.047841,110,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,96.0,137.0,137.0,76.0,
109,1759919717.054703,66,Ethernet,benign,,,,,,192.168.137.45,76.223.92.165,4.0,128.0,52.0,56266.0,443.0,,S
110,1759919717.062655,66,Ethernet,benign,,,,,,192.168.137.45,13.248.212.111,4.0,128.0,52.0,56268.0,443.0,,S
111,1759919717.243778,76,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,62.0,53932.0,53.0,42.0,
112,1759919717.25247,106,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,92.0,65275.0,53.0,72.0,
113,1759919717.252832,106,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,92.0,55596.0,53.0,72.0,
114,1759919717.254595,212,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,1.0,198.0,55598.0,1900.0,178.0,
115,1759919717.287717,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,53196.0,53.0,52.0,
116,1759919717.287772,179,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,165.0,62826.0,1900.0,145.0,
117,1759919717.30383,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,56651.0,53.0,41.0,
118,1759919717.513155,88,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,74.0,64510.0,53.0,54.0,
119,1759919717.72205,96,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,82.0,5353.0,5353.0,62.0,
120,1759919717.756825,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,56576.0,53.0,47.0,
121,1759919717.757364,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,52471.0,53.0,47.0,
122,1759919717.763582,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,51798.0,53.0,44.0,
123,1759919717.763859,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,61809.0,53.0,44.0,
124,1759919717.770386,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,51977.0,53.0,44.0,
125,1759919717.770386,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,63119.0,53.0,41.0,
126,1759919717.77064,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,55704.0,53.0,44.0,
127,1759919717.770772,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,59713.0,53.0,41.0,
128,1759919717.770984,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,62216.0,53.0,47.0,
129,1759919717.771158,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,62766.0,53.0,47.0,
130,1759919717.803033,110,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,96.0,137.0,137.0,76.0,
131,1759919717.803261,110,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,96.0,137.0,137.0,76.0,
132,1759919717.847505,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,56683.0,53.0,52.0,
133,1759919717.847834,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,54347.0,53.0,52.0,
134,1759919718.062734,66,Ethernet,benign,,,,,,192.168.137.45,13.248.212.111,4.0,128.0,52.0,56268.0,443.0,,S
135,1759919718.191421,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,52403.0,53.0,41.0,
136,1759919718.191804,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,59830.0,53.0,41.0,
137,1759919718.256056,212,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,1.0,198.0,55598.0,1900.0,178.0,
138,1759919718.256743,76,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,62.0,62906.0,53.0,42.0,
139,1759919718.263211,106,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,92.0,57215.0,53.0,72.0,
140,1759919718.263688,106,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,92.0,52217.0,53.0,72.0,
141,1759919718.555846,110,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,96.0,137.0,137.0,76.0,
142,1759919718.556044,110,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,96.0,137.0,137.0,76.0,
143,1759919718.861917,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,59257.0,53.0,52.0,
144,1759919718.862389,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,51421.0,53.0,52.0,
145,1759919718.930578,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
146,1759919718.958343,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
147,1759919718.993242,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
148,1759919719.020983,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
149,1759919719.048699,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
150,1759919719.055824,66,Ethernet,benign,,,,,,192.168.137.45,76.223.92.165,4.0,128.0,52.0,56266.0,443.0,,S
151,1759919719.076662,169,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,155.0,62826.0,1900.0,135.0,
