index,timestamp,length,protocol,label,arp_op,arp_hwsrc,arp_hwdst,arp_psrc,arp_pdst,source_ip,destination_ip,ip_version,ttl,ip_len,source_port,destination_port,udp_len,tcp_flags
305,1759919727.797631,70,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,56.0,65143.0,22222.0,36.0,
306,1759919727.797972,125,Ethernet,benign,,,,,,192.168.137.45,255.255.255.255,4.0,128.0,111.0,10004.0,10004.0,91.0,
307,1759919727.80438,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,59310.0,53.0,47.0,
308,1759919727.804395,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,63893.0,53.0,44.0,
309,1759919727.804664,56,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,42.0,65153.0,3289.0,22.0,
310,1759919727.80489,78,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,64.0,5353.0,5353.0,44.0,
311,1759919727.825822,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,51228.0,53.0,41.0,
312,1759919727.825822,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,56119.0,53.0,47.0,
313,1759919727.886205,76,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,62.0,61772.0,53.0,42.0,
314,1759919728.325019,106,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,92.0,57417.0,53.0,72.0,
315,1759919728.325022,76,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,62.0,61846.0,53.0,42.0,
316,1759919728.353574,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,49897.0,53.0,41.0,
317,1759919728.521054,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,56118.0,53.0,44.0,
318,1759919728.521054,88,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,74.0,51042.0,53.0,54.0,
319,1759919728.679249,85,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,71.0,62828.0,53.0,51.0,
320,1759919728.90498,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,62841.0,53.0,52.0,
321,1759919729.360438,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,49897.0,53.0,41.0,
322,1759919729.40229,666,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,1.0,652.0,65139.0,3702.0,632.0,
323,1759919729.526241,88,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,74.0,51042.0,53.0,54.0,
324,1759919729.637283,72,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,58.0,57796.0,53.0,38.0,
325,1759919729.742031,96,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,82.0,5353.0,5353.0,62.0,
326,1759919729.749799,698,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,1.0,684.0,65139.0,3702.0,664.0,
327,1759919730.360617,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,49897.0,53.0,41.0,
328,1759919730.522458,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,56118.0,53.0,44.0,
329,1759919730.637856,72,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,58.0,57796.0,53.0,38.0,
330,1759919730.783711,143,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,4.0,129.0,62826.0,1900.0,109.0,
331,1759919730.797814,70,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,56.0,65148.0,22222.0,36.0,
332,1759919730.797822,70,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,56.0,65143.0,22222.0,36.0,
333,1759919730.798235,125,Ethernet,benign,,,,,,192.168.137.45,255.255.255.255,4.0,128.0,111.0,10004.0,10004.0,91.0,
334,1759919730.807073,56,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,42.0,65153.0,3289.0,22.0,
335,1759919731.408261,666,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,1.0,652.0,65139.0,3702.0,632.0,
336,1759919731.465412,92,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,78.0,61486.0,53.0,58.0,
337,1759919731.481571,76,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,62.0,53086.0,53.0,42.0,
338,1759919731.526373,88,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,74.0,51042.0,53.0,54.0,
339,1759919731.640893,72,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,58.0,57796.0,53.0,38.0,
340,1759919731.750037,698,Ethernet,benign,,,,,,192.168.137.45,239.255.255.250,4.0,1.0,684.0,65139.0,3702.0,664.0,
341,1759919731.800146,75,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,61.0,5353.0,5353.0,41.0,
342,1759919731.800958,75,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,61.0,5353.0,5353.0,41.0,
343,1759919731.801577,77,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,63.0,5353.0,5353.0,43.0,
344,1759919731.802191,76,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,62.0,5353.0,5353.0,42.0,
345,1759919731.81199,78,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,64.0,5353.0,5353.0,44.0,
346,1759919731.812984,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,52038.0,53.0,47.0,
347,1759919731.813262,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,59004.0,53.0,47.0,
348,1759919731.816406,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,56463.0,53.0,44.0,
349,1759919731.816683,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,50506.0,53.0,44.0,
350,1759919731.827621,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,65022.0,53.0,47.0,
351,1759919731.827859,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,59965.0,53.0,47.0,
352,1759919731.828097,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,56269.0,53.0,41.0,
353,1759919731.828263,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,57051.0,53.0,41.0,
354,1759919731.888511,76,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,62.0,61772.0,53.0,42.0,
355,1759919732.360768,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,49897.0,53.0,41.0,
356,1759919732.679534,85,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,71.0,62828.0,53.0,51.0,
357,1759919732.825377,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,62485.0,53.0,47.0,
358,1759919732.825634,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,51960.0,53.0,47.0,
359,1759919732.83297,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,65478.0,53.0,44.0,
360,1759919732.833119,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,64898.0,53.0,44.0,
361,1759919732.839568,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,54046.0,53.0,47.0,
362,1759919732.839868,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,51672.0,53.0,47.0,
363,1759919732.840057,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,51775.0,53.0,41.0,
364,1759919732.840177,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,58970.0,53.0,41.0,
365,1759919733.078208,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,64520.0,53.0,41.0,
366,1759919733.51451,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,52894.0,53.0,52.0,
367,1759919733.514842,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,56517.0,53.0,52.0,
368,1759919733.644947,72,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,58.0,57796.0,53.0,38.0,
369,1759919733.798409,70,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,56.0,65143.0,22222.0,36.0,
370,1759919733.798409,70,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,56.0,65148.0,22222.0,36.0,
371,1759919733.798421,56,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,42.0,65153.0,3289.0,22.0,
372,1759919733.798989,125,Ethernet,benign,,,,,,192.168.137.45,255.255.255.255,4.0,128.0,111.0,10004.0,10004.0,91.0,
373,1759919734.085652,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,64520.0,53.0,41.0,
374,1759919734.533673,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,56118.0,53.0,44.0,
375,1759919734.53419,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,53479.0,53.0,52.0,
376,1759919734.534714,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,63799.0,53.0,52.0,
377,1759919734.863988,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,61256.0,53.0,47.0,
378,1759919734.863988,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,53825.0,53.0,44.0,
379,1759919734.864073,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,61207.0,53.0,47.0,
380,1759919734.865102,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,61156.0,53.0,41.0,
381,1759919735.089882,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,64520.0,53.0,41.0,
382,1759919735.526685,88,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,74.0,51042.0,53.0,54.0,
383,1759919735.867378,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,61156.0,53.0,41.0,
384,1759919735.867378,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,53825.0,53.0,44.0,
385,1759919735.867378,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,61207.0,53.0,47.0,
386,1759919735.867447,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,61256.0,53.0,47.0,
387,1759919736.070376,83,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,69.0,50516.0,53.0,49.0,
388,1759919736.070416,84,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,70.0,64754.0,53.0,50.0,
389,1759919736.367131,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,49897.0,53.0,41.0,
390,1759919736.562961,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,59395.0,53.0,52.0,
391,1759919736.688948,85,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,71.0,52903.0,53.0,51.0,
392,1759919736.689425,85,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,71.0,49191.0,53.0,51.0,
393,1759919736.800218,70,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,56.0,65148.0,22222.0,36.0,
394,1759919736.800219,70,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,56.0,65143.0,22222.0,36.0,
395,1759919736.800348,56,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,42.0,65153.0,3289.0,22.0,
396,1759919736.800681,125,Ethernet,benign,,,,,,192.168.137.45,255.255.255.255,4.0,128.0,111.0,10004.0,10004.0,91.0,
397,1759919736.873469,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,53825.0,53.0,44.0,
398,1759919736.873469,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,61207.0,53.0,47.0,
399,1759919736.873489,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,61256.0,53.0,47.0,
400,1759919736.873549,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,61156.0,53.0,41.0,
401,1759919737.072538,84,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,70.0,64754.0,53.0,50.0,
402,1759919737.072538,83,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,69.0,50516.0,53.0,49.0,
403,1759919737.097308,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,64520.0,53.0,41.0,
404,1759919737.56769,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,59395.0,53.0,52.0,
405,1759919737.645312,72,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,58.0,57796.0,53.0,38.0,
406,1759919737.706856,85,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,71.0,53803.0,53.0,51.0,
407,1759919737.707155,85,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,71.0,62976.0,53.0,51.0,
408,1759919738.061756,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,53690.0,53.0,52.0,
409,1759919738.062104,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,58140.0,53.0,52.0,
410,1759919738.083831,84,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,70.0,64754.0,53.0,50.0,
411,1759919738.083831,83,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,69.0,50516.0,53.0,49.0,
412,1759919738.38764,66,Ethernet,benign,,,,,,192.168.137.45,1.1.1.1,4.0,128.0,52.0,56270.0,443.0,,S
413,1759919738.541902,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,51547.0,53.0,44.0,
414,1759919738.542218,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,64315.0,53.0,44.0,
415,1759919738.574554,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,59395.0,53.0,52.0,
416,1759919738.874341,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,61256.0,53.0,47.0,
417,1759919738.874341,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,61156.0,53.0,41.0,
418,1759919738.874452,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,53825.0,53.0,44.0,
419,1759919738.875377,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,61207.0,53.0,47.0,
420,1759919739.075704,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,55293.0,53.0,52.0,
421,1759919739.076853,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,65470.0,53.0,52.0,
422,1759919739.394649,66,Ethernet,benign,,,,,,192.168.137.45,1.1.1.1,4.0,128.0,52.0,56270.0,443.0,,S
423,1759919739.554256,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,50893.0,53.0,44.0,
424,1759919739.554962,78,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,64.0,50350.0,53.0,44.0,
425,1759919739.797025,70,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,56.0,65143.0,22222.0,36.0,
426,1759919739.79709,70,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,56.0,65148.0,22222.0,36.0,
427,1759919739.797705,125,Ethernet,benign,,,,,,192.168.137.45,255.255.255.255,4.0,128.0,111.0,10004.0,10004.0,91.0,
428,1759919739.804089,56,Ethernet,benign,,,,,,192.168.137.45,192.168.137.255,4.0,128.0,42.0,65153.0,3289.0,22.0,
429,1759919739.804994,76,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,62.0,5353.0,5353.0,42.0,
430,1759919739.806267,75,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,61.0,5353.0,5353.0,41.0,
431,1759919739.806915,77,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,63.0,5353.0,5353.0,43.0,
432,1759919739.807748,75,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,61.0,5353.0,5353.0,41.0,
433,1759919739.81851,78,Ethernet,benign,,,,,,192.168.137.45,224.0.0.251,4.0,1.0,64.0,5353.0,5353.0,44.0,
434,1759919740.085125,84,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,70.0,64754.0,53.0,50.0,
435,1759919740.085125,83,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,69.0,50516.0,53.0,49.0,
436,1759919740.190577,91,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,77.0,61287.0,53.0,57.0,
437,1759919740.190838,91,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,77.0,49993.0,53.0,57.0,
438,1759919740.576169,86,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,72.0,59395.0,53.0,52.0,
439,1759919740.868209,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,53840.0,53.0,41.0,
440,1759919740.868536,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,49805.0,53.0,41.0,
441,1759919741.072093,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,59272.0,53.0,47.0,
442,1759919741.07241,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,49173.0,53.0,47.0,
443,1759919741.102311,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,64520.0,53.0,41.0,
444,1759919741.192766,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,54002.0,53.0,41.0,
445,1759919741.192993,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,63417.0,53.0,41.0,
446,1759919741.206558,91,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,77.0,55178.0,53.0,57.0,
447,1759919741.206969,91,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,77.0,57287.0,53.0,57.0,
448,1759919741.401818,66,Ethernet,benign,,,,,,192.168.137.45,1.1.1.1,4.0,128.0,52.0,56270.0,443.0,,S
449,1759919741.606851,85,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,71.0,55497.0,53.0,51.0,
450,1759919741.607191,85,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,71.0,64048.0,53.0,51.0,
451,1759919741.88117,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,56720.0,53.0,41.0,
452,1759919741.881617,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,49165.0,53.0,41.0,
453,1759919742.089488,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,53589.0,53.0,47.0,
454,1759919742.09038,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,64281.0,53.0,47.0,
455,1759919742.208289,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,58010.0,53.0,41.0,
456,1759919742.208584,75,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,61.0,64591.0,53.0,41.0,
457,1759919742.630483,85,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,71.0,60851.0,53.0,51.0,
458,1759919742.630788,85,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,71.0,54081.0,53.0,51.0,
459,1759919742.880276,81,Ethernet,benign,,,,,,192.168.137.45,192.168.137.1,4.0,128.0,67.0,61207.0,53.0,47.0,
